id,target
0,0.25473
1,0.25122
2,0.25645
3,0.24878
4,0.25284
5,0.24866
6,0.25156
8,0.24612
10,0.26459
11,0.24823
12,0.24627
14,0.25030
15,0.26058
18,0.25779
21,0.24743
23,0.24977
24,0.25285
25,0.24615
27,0.25388
29,0.24859
30,0.25751
31,0.26097
32,0.27056
33,0.24656
37,0.25376
38,0.25439
39,0.25905
40,0.25016
41,0.25659
42,0.24767
44,0.25222
45,0.25011
47,0.25908
49,0.25328
51,0.25270
52,0.24526
53,0.24699
54,0.24747
55,0.26012
56,0.25163
57,0.26984
59,0.25515
60,0.25218
62,0.26177
63,0.25710
67,0.25827
68,0.24954
69,0.24986
70,0.25004
71,0.25524
73,0.24971
75,0.25385
76,0.25551
81,0.24782
82,0.25989
83,0.25517
86,0.25924
87,0.26051
88,0.25145
91,0.26347
92,0.26019
94,0.25168
97,0.25240
100,0.25213
102,0.25484
103,0.25547
105,0.25402
106,0.27717
108,0.24740
113,0.26014
114,0.25419
115,0.24446
118,0.26423
122,0.24630
124,0.25700
126,0.26236
128,0.25977
129,0.25081
130,0.24806
131,0.24602
132,0.24958
133,0.25212
134,0.25063
135,0.25499
136,0.24409
139,0.24682
140,0.26309
141,0.25894
146,0.25352
148,0.26655
151,0.25063
152,0.26601
154,0.24728
157,0.24700
158,0.25079
159,0.25455
161,0.25207
164,0.24306
165,0.26364
167,0.25244
168,0.25668
169,0.24423
171,0.25119
172,0.26732
173,0.24846
174,0.24656
175,0.25622
176,0.24465
178,0.24792
179,0.24990
180,0.24601
181,0.24985
182,0.26236
183,0.26067
184,0.27153
185,0.25183
187,0.25299
188,0.24551
190,0.25452
191,0.25534
192,0.25015
195,0.25133
196,0.25504
198,0.26097
201,0.25984
202,0.26198
203,0.25195
204,0.25231
207,0.25124
213,0.25048
219,0.24845
220,0.25072
222,0.26429
226,0.24847
228,0.25419
230,0.24862
231,0.24785
232,0.25633
233,0.25606
234,0.24636
236,0.25199
237,0.24942
238,0.27581
240,0.25110
241,0.25056
242,0.25295
243,0.24927
245,0.24676
246,0.24912
247,0.24799
249,0.25295
250,0.25051
251,0.25160
252,0.25073
253,0.25034
254,0.24907
255,0.26577
256,0.25182
257,0.25293
258,0.25502
259,0.28351
260,0.24859
262,0.25223
267,0.25414
268,0.24502
270,0.24859
272,0.25646
273,0.25216
274,0.25370
275,0.26503
276,0.25271
277,0.25612
278,0.25759
279,0.25531
281,0.25175
282,0.25874
283,0.25334
287,0.24772
288,0.25380
289,0.24705
290,0.26020
291,0.24880
292,0.25888
293,0.24928
294,0.25126
295,0.25398
296,0.26160
297,0.24606
298,0.25611
299,0.25904
300,0.26187
303,0.25239
304,0.26106
308,0.25212
314,0.25188
315,0.24914
317,0.25092
318,0.25291
320,0.24930
322,0.26831
323,0.26726
327,0.24813
329,0.25733
331,0.24977
332,0.25931
333,0.26845
334,0.25068
335,0.25114
336,0.25364
337,0.24940
341,0.25490
343,0.25296
345,0.24883
347,0.25026
348,0.25848
349,0.25181
352,0.25347
353,0.24974
354,0.24692
355,0.25584
356,0.25570
357,0.25742
358,0.24872
359,0.24656
361,0.25387
362,0.25095
365,0.24721
366,0.24344
368,0.25495
369,0.24685
371,0.25712
373,0.25258
376,0.24802
377,0.26511
379,0.24417
381,0.25285
382,0.25504
383,0.25143
384,0.25204
385,0.26041
386,0.25511
387,0.24580
388,0.25055
390,0.25771
391,0.24972
392,0.25995
393,0.25034
394,0.25614
396,0.25458
400,0.24872
402,0.25562
403,0.25104
405,0.25001
407,0.26219
409,0.24515
411,0.25065
412,0.25574
414,0.25036
415,0.25049
416,0.25039
418,0.24968
419,0.24871
421,0.26028
422,0.25536
423,0.24974
424,0.25580
426,0.25392
427,0.26158
428,0.24993
436,0.24803
438,0.25000
442,0.25254
443,0.24516
445,0.24867
446,0.25284
447,0.25097
450,0.25559
452,0.25584
453,0.25466
455,0.25514
458,0.25131
459,0.24935
461,0.25114
463,0.24886
467,0.25008
470,0.24873
471,0.25097
472,0.24842
476,0.25704
477,0.25417
481,0.25401
482,0.25329
483,0.24544
485,0.25687
487,0.25507
488,0.24987
490,0.25405
492,0.24839
494,0.25114
497,0.25109
499,0.25450
500,0.25757
501,0.25715
503,0.24892
505,0.25489
506,0.24741
507,0.24761
509,0.26695
510,0.25708
511,0.25235
512,0.24880
514,0.25025
515,0.24939
516,0.25390
517,0.25862
519,0.25011
520,0.24688
521,0.25736
522,0.24908
523,0.25210
527,0.25251
530,0.25617
532,0.25321
534,0.25053
536,0.24865
539,0.25586
543,0.25088
547,0.26474
550,0.25460
551,0.24453
552,0.25778
553,0.24474
555,0.25408
556,0.25708
557,0.24747
558,0.24777
559,0.24998
560,0.25204
561,0.25103
565,0.25158
566,0.25531
567,0.24902
571,0.25639
572,0.25969
574,0.24980
575,0.25346
576,0.26406
577,0.25793
578,0.25105
579,0.25165
581,0.25081
587,0.24997
589,0.24700
590,0.26287
591,0.24995
592,0.26274
593,0.25052
594,0.27764
595,0.25193
596,0.25204
597,0.25194
598,0.25603
600,0.24895
602,0.24940
605,0.25371
606,0.24809
607,0.25277
612,0.25128
613,0.25312
614,0.24569
615,0.24920
616,0.24698
617,0.26038
618,0.25313
620,0.26456
621,0.24762
622,0.25218
623,0.25144
628,0.26168
631,0.25567
632,0.24557
633,0.24964
634,0.26127
635,0.26010
637,0.24915
638,0.25970
640,0.25060
643,0.24491
644,0.24833
645,0.25526
646,0.25786
649,0.25666
651,0.25124
653,0.24956
654,0.25012
655,0.25837
656,0.25175
658,0.26145
659,0.25157
661,0.24988
662,0.26498
663,0.25405
664,0.25690
665,0.25097
667,0.24949
668,0.24566
671,0.25309
673,0.25136
674,0.25113
675,0.25108
676,0.25543
677,0.25219
678,0.25070
679,0.25929
680,0.25287
681,0.25264
682,0.25205
683,0.24510
684,0.25485
686,0.25763
687,0.24708
688,0.25420
690,0.25088
691,0.25560
692,0.26479
693,0.25065
694,0.25019
695,0.24373
696,0.25450
698,0.24967
699,0.24723
702,0.24824
703,0.25279
705,0.26265
706,0.25701
707,0.26020
708,0.24456
709,0.24950
710,0.25087
713,0.25110
714,0.25378
715,0.24785
716,0.27679
717,0.24972
718,0.26996
719,0.24735
720,0.26372
721,0.25119
723,0.25882
724,0.25795
726,0.25050
728,0.25852
